city,state,total_purchases,total_revenue,avg_check
Midland,VA,7,3099.0,442.7142857142857143
Pembroke Pines,AB,9,3984.0,442.6666666666666667
Frederick,ME,8,3541.0,442.6250000000000000
West Memphis,NS,9,3983.0,442.5555555555555556
Seaford,SD,13,5753.0,442.5384615384615385
Redlands,NB,10,4425.0,442.5000000000000000
Villa Park,MD,6,2655.0,442.5000000000000000
Carrollton,BC,25,11061.0,442.4400000000000000
Wausau,NH,12,5309.0,442.4166666666666667
Minnetonka,NC,15,6636.0,442.4000000000000000
Clarksburg,MO,13,5750.0,442.3076923076923077
Williamsburg,MB,15,6634.0,442.2666666666666667
Sturgis,NE,10,4422.0,442.2000000000000000
Fargo,NU,8,3536.0,442.0000000000000000
Agat,YT,10,4419.0,441.9000000000000000
Clairton,AB,18,7954.0,441.8888888888888889
Rocky Mount,NS,9,3975.0,441.6666666666666667
Dubuque,NE,9,3973.0,441.4444444444444444
Hawthorne,KS,9,3973.0,441.4444444444444444
Citrus Heights,WY,7,3090.0,441.4285714285714286
Las Vegas,NU,12,5297.0,441.4166666666666667
Eden Prairie,QC,9,3972.0,441.3333333333333333
Pocatello,YT,11,4853.0,441.1818181818181818
West Warwick,PE,22,9702.0,441.0000000000000000
Ann Arbor,LA,16,7055.0,440.9375000000000000
Marshfield,BC,7,3086.0,440.8571428571428571
Steubenville,PE,10,4407.0,440.7000000000000000
Lawndale,NU,22,9695.0,440.6818181818181818
Kansas City,MN,6,2644.0,440.6666666666666667
Williamsport,NY,8,3525.0,440.6250000000000000
Valdosta,NT,13,5728.0,440.6153846153846154
West Warwick,KY,15,6609.0,440.6000000000000000
Galesburg,SK,10,4406.0,440.6000000000000000
Clairton,NS,7,3083.0,440.4285714285714286
New Kensington,DE,7,3083.0,440.4285714285714286
Kingsport,IL,19,8368.0,440.4210526315789474
Hattiesburg,OH,11,4844.0,440.3636363636363636
Glendale,WV,6,2642.0,440.3333333333333333
Salinas,WV,6,2642.0,440.3333333333333333
Hayward,MS,6,2642.0,440.3333333333333333
Opelousas,SD,14,6161.0,440.0714285714285714
Janesville,OR,7,3080.0,440.0000000000000000
Signal Hill,ID,9,3960.0,440.0000000000000000
Roanoke,MI,7,3080.0,440.0000000000000000
Placentia,NU,13,5719.0,439.9230769230769231
Macon,TN,12,5279.0,439.9166666666666667
Taunton,QC,12,5279.0,439.9166666666666667
Auburn Hills,NL,23,10118.0,439.9130434782608696
Port Huron,MT,9,3959.0,439.8888888888888889
Williston,NU,8,3519.0,439.8750000000000000
Ponce,MD,7,3079.0,439.8571428571428571
South Bend,OH,6,2639.0,439.8333333333333333
La Habra,NB,13,5717.0,439.7692307692307692
Jordan Valley,ON,11,4837.0,439.7272727272727273
Hazleton,KS,7,3078.0,439.7142857142857143
Monrovia,WA,7,3078.0,439.7142857142857143
Rome,WV,6,2638.0,439.6666666666666667
Duluth,NL,6,2638.0,439.6666666666666667
Louisville,PE,10,4396.0,439.6000000000000000
Palos Verdes Estates,VA,12,5274.0,439.5000000000000000
Chesapeake,PE,10,4394.0,439.4000000000000000
West Palm Beach,SK,14,6151.0,439.3571428571428571
Philadelphia,MO,9,3952.0,439.1111111111111111
Moorhead,NH,9,3952.0,439.1111111111111111
Artesia,ON,15,6586.0,439.0666666666666667
Northampton,NB,7,3073.0,439.0000000000000000
Citrus Heights,ND,6,2634.0,439.0000000000000000
West Lafayette,NU,21,9219.0,439.0000000000000000
Manhattan Beach,NS,17,7462.0,438.9411764705882353
Salt Lake City,IL,8,3511.0,438.8750000000000000
New Castle,WY,8,3511.0,438.8750000000000000
Cape Coral,YT,9,3949.0,438.7777777777777778
Stockton,NS,13,5704.0,438.7692307692307692
Bowie,SK,11,4826.0,438.7272727272727273
Mechanicville,IL,13,5702.0,438.6153846153846154
North Las Vegas,AK,7,3070.0,438.5714285714285714
Lockport,VT,9,3945.0,438.3333333333333333
Mandan,NJ,8,3506.0,438.2500000000000000
Gallup,AB,14,6135.0,438.2142857142857143
Kemmerer,BC,19,8326.0,438.2105263157894737
Springfield,NB,11,4820.0,438.1818181818181818
Littleton,QC,30,13145.0,438.1666666666666667
Muskogee,YT,6,2629.0,438.1666666666666667
Columbus,NT,26,11390.0,438.0769230769230769
Milford,ND,11,4818.0,438.0000000000000000
Stanton,AK,10,4380.0,438.0000000000000000
Weirton,AL,6,2628.0,438.0000000000000000
Wheaton,LA,12,5255.0,437.9166666666666667
Newport Beach,AB,16,7006.0,437.8750000000000000
Duarte,MN,7,3065.0,437.8571428571428571
Spartanburg,NS,8,3502.0,437.7500000000000000
Layton,PA,8,3502.0,437.7500000000000000
Overland Park,AB,7,3064.0,437.7142857142857143
East Lansing,YT,11,4814.0,437.6363636363636364
Winnemucca,NS,8,3501.0,437.6250000000000000
Boulder Junction,MO,8,3501.0,437.6250000000000000
Mount Vernon,NH,7,3063.0,437.5714285714285714
Santa Monica,YT,7,3063.0,437.5714285714285714
Scranton,OK,11,4813.0,437.5454545454545455
Baton Rouge,IA,10,4375.0,437.5000000000000000
Connellsville,MB,8,3499.0,437.3750000000000000
Saratoga Springs,QC,16,6997.0,437.3125000000000000
Buena Park,IA,12,5246.0,437.1666666666666667
Oak Ridge,NB,15,6557.0,437.1333333333333333
Athens,ON,8,3497.0,437.1250000000000000
Hattiesburg,ON,9,3934.0,437.1111111111111111
High Point,VT,9,3934.0,437.1111111111111111
Daly City,NS,7,3059.0,437.0000000000000000
Philadelphia,WI,8,3496.0,437.0000000000000000
Brookings,MT,17,7428.0,436.9411764705882353
Rancho Cucamonga,ON,14,6117.0,436.9285714285714286
Muskogee,ND,12,5243.0,436.9166666666666667
Chino Hills,IL,7,3058.0,436.8571428571428571
Yigo,NT,12,5242.0,436.8333333333333333
Niagara Falls,DC,13,5678.0,436.7692307692307692
Agawam,YT,20,8735.0,436.7500000000000000
Bismarck,NL,14,6113.0,436.6428571428571429
Cincinnati,PE,24,10479.0,436.6250000000000000
Garland,HI,6,2619.0,436.5000000000000000
Scottsdale,NU,10,4365.0,436.5000000000000000
Egg Harbor,BC,8,3492.0,436.5000000000000000
Hawaiian Gardens,SK,6,2619.0,436.5000000000000000
Pulaski,NL,13,5674.0,436.4615384615384615
West Jordan,MA,16,6983.0,436.4375000000000000
Salem,SK,18,7855.0,436.3888888888888889
Manassas Park,NU,11,4799.0,436.2727272727272727
Garland,MS,9,3926.0,436.2222222222222222
Mequon,MN,23,10033.0,436.2173913043478261
Meadville,ON,22,9596.0,436.1818181818181818
Hollywood,IL,10,4360.0,436.0000000000000000
Atlantic City,SK,6,2616.0,436.0000000000000000
Laredo,ND,17,7410.0,435.8823529411764706
Egg Harbor,IA,14,6102.0,435.8571428571428571
Hope,OK,6,2615.0,435.8333333333333333
Baytown,NS,23,10024.0,435.8260869565217391
Latrobe,TX,10,4358.0,435.8000000000000000
Sioux City,AK,8,3486.0,435.7500000000000000
Brea,DC,8,3486.0,435.7500000000000000
Houma,NB,15,6536.0,435.7333333333333333
Waukegan,YT,7,3050.0,435.7142857142857143
Covington,MA,9,3921.0,435.6666666666666667
Hope,OH,8,3484.0,435.5000000000000000
Macomb,MA,8,3484.0,435.5000000000000000
Birmingham,NM,9,3919.0,435.4444444444444444
Augusta,MI,7,3048.0,435.4285714285714286
Easthampton,MO,8,3483.0,435.3750000000000000
Richmond,QC,19,8272.0,435.3684210526315789
Columbus,NU,34,14802.0,435.3529411764705882
Carson City,MB,6,2612.0,435.3333333333333333
Ruston,MI,13,5659.0,435.3076923076923077
Miami Gardens,PE,29,12620.0,435.1724137931034483
Apple Valley,PE,6,2611.0,435.1666666666666667
Hamilton,AL,10,4351.0,435.1000000000000000
Corvallis,AB,12,5220.0,435.0000000000000000
Olympia,SK,10,4350.0,435.0000000000000000
Hawaiian Gardens,YT,10,4350.0,435.0000000000000000
Wilmington,QC,21,9135.0,435.0000000000000000
Niagara Falls,MT,9,3914.0,434.8888888888888889
Watertown,KS,7,3044.0,434.8571428571428571
Brockton,NT,6,2609.0,434.8333333333333333
Birmingham,FL,11,4782.0,434.7272727272727273
Dalton,RI,13,5651.0,434.6923076923076923
Seal Beach,WY,12,5215.0,434.5833333333333333
Hudson,WA,6,2607.0,434.5000000000000000
Newport News,DE,10,4345.0,434.5000000000000000
Yigo,BC,8,3475.0,434.3750000000000000
Gloversville,LA,11,4778.0,434.3636363636363636
Chesapeake,BC,20,8686.0,434.3000000000000000
Indio,NB,10,4343.0,434.3000000000000000
Marquette,CO,7,3040.0,434.2857142857142857
Melrose,AB,15,6514.0,434.2666666666666667
Keene,OH,6,2605.0,434.1666666666666667
West Lafayette,OH,7,3038.0,434.0000000000000000
Peabody,OH,7,3038.0,434.0000000000000000
Miami Gardens,KY,6,2604.0,434.0000000000000000
Springfield,IL,12,5208.0,434.0000000000000000
Mesa,MA,12,5208.0,434.0000000000000000
Peru,AK,9,3905.0,433.8888888888888889
Yazoo City,PE,10,4338.0,433.8000000000000000
Jefferson City,NH,9,3904.0,433.7777777777777778
Rosemead,MB,8,3470.0,433.7500000000000000
Superior,MB,35,15176.0,433.6000000000000000
Nome,PE,27,11705.0,433.5185185185185185
Darlington,PE,6,2601.0,433.5000000000000000
Farrell,MT,7,3034.0,433.4285714285714286
West Palm Beach,NY,6,2600.0,433.3333333333333333
Winooski,UT,6,2600.0,433.3333333333333333
Great Falls,SK,10,4333.0,433.3000000000000000
Geneva,BC,16,6930.0,433.1250000000000000
Fairmont,VT,19,8229.0,433.1052631578947368
Moscow,SK,11,4764.0,433.0909090909090909
Isle of Palms,TX,10,4330.0,433.0000000000000000
Medford,NS,6,2598.0,433.0000000000000000
Dover,MB,16,6927.0,432.9375000000000000
Asbury Park,NU,20,8658.0,432.9000000000000000
Mesa,DC,15,6492.0,432.8000000000000000
Louisville,BC,13,5626.0,432.7692307692307692
Lebanon,SK,37,16012.0,432.7567567567567568
Washington,OR,19,8221.0,432.6842105263157895
Franklin,MN,9,3894.0,432.6666666666666667
Memphis,ON,9,3894.0,432.6666666666666667
Lawrenceville,MB,21,9082.0,432.4761904761904762
Huntsville,SK,15,6487.0,432.4666666666666667
Duncan,QC,11,4757.0,432.4545454545454545
Reading,NH,8,3459.0,432.3750000000000000
Kokomo,UT,29,12537.0,432.3103448275862069
Bloomington,MD,13,5620.0,432.3076923076923077
Truth or Consequences,AB,10,4323.0,432.3000000000000000
Ketchikan,PE,6,2593.0,432.1666666666666667
Waterbury,ON,8,3457.0,432.1250000000000000
Frederiksted,NS,25,10803.0,432.1200000000000000
Monroe,NB,9,3888.0,432.0000000000000000
Irvine,MI,6,2592.0,432.0000000000000000
Hot Springs,NL,16,6912.0,432.0000000000000000
Saint Joseph,PE,19,8208.0,432.0000000000000000
Newburgh,CT,6,2591.0,431.8333333333333333
Port Washington,MT,6,2591.0,431.8333333333333333
Kemmerer,PA,7,3022.0,431.7142857142857143
Salisbury,AZ,10,4317.0,431.7000000000000000
Paramount,IL,12,5180.0,431.6666666666666667
Fall River,NJ,20,8632.0,431.6000000000000000
Grafton,NT,20,8632.0,431.6000000000000000
Butler,VA,7,3021.0,431.5714285714285714
Syracuse,NE,8,3452.0,431.5000000000000000
San Dimas,NS,17,7334.0,431.4117647058823529
Bremerton,CO,10,4314.0,431.4000000000000000
Rohnert Park,DC,18,7765.0,431.3888888888888889
Milwaukee,NT,6,2588.0,431.3333333333333333
Claremont,TX,8,3450.0,431.2500000000000000
Lancaster,QC,12,5175.0,431.2500000000000000
East St. Louis,MB,9,3880.0,431.1111111111111111
Fargo,CA,14,6033.0,430.9285714285714286
LaGrange,NL,15,6462.0,430.8000000000000000
North Adams,NT,13,5600.0,430.7692307692307692
Cairo,NT,13,5600.0,430.7692307692307692
Sandy Springs,AB,8,3446.0,430.7500000000000000
Port Huron,RI,7,3015.0,430.7142857142857143
Dixon,MO,6,2584.0,430.6666666666666667
Terre Haute,FL,12,5165.0,430.4166666666666667
Enfield,MA,12,5165.0,430.4166666666666667
Worcester,DE,17,7317.0,430.4117647058823529
Augusta,PA,22,9469.0,430.4090909090909091
Fulton,DC,31,13340.0,430.3225806451612903
Huntington Park,PE,19,8174.0,430.2105263157894737
Aspen,NL,14,6022.0,430.1428571428571429
Hamilton,DE,10,4301.0,430.1000000000000000
Sun Valley,NS,10,4298.0,429.8000000000000000
Lower Burrell,AB,10,4298.0,429.8000000000000000
Tucson,KS,17,7306.0,429.7647058823529412
Charlottesville,AB,8,3438.0,429.7500000000000000
Greensburg,YT,8,3438.0,429.7500000000000000
New Iberia,ON,8,3438.0,429.7500000000000000
Sturgis,IA,7,3008.0,429.7142857142857143
Greenfield,NM,7,3008.0,429.7142857142857143
Saukville,AB,12,5156.0,429.6666666666666667
Oswego,QC,9,3867.0,429.6666666666666667
Forest Lake,ID,6,2578.0,429.6666666666666667
Kearns,HI,12,5156.0,429.6666666666666667
Fond du Lac,TX,8,3437.0,429.6250000000000000
Lahaina,YT,18,7733.0,429.6111111111111111
Mobile,NM,7,3007.0,429.5714285714285714
Jackson,NU,9,3866.0,429.5555555555555556
Titusville,MB,13,5584.0,429.5384615384615385
Port Washington,OR,8,3436.0,429.5000000000000000
Sioux City,YT,10,4295.0,429.5000000000000000
Christiansted,CA,26,11166.0,429.4615384615384615
Franklin,AB,11,4724.0,429.4545454545454545
Lahaina,NB,8,3434.0,429.2500000000000000
Vacaville,NY,6,2575.0,429.1666666666666667
Cerritos,FL,7,3004.0,429.1428571428571429
Biddeford,HI,16,6866.0,429.1250000000000000
Pico Rivera,WY,17,7295.0,429.1176470588235294
West Haven,GA,11,4718.0,428.9090909090909091
Walnut,NM,9,3860.0,428.8888888888888889
Yigo,YT,8,3431.0,428.8750000000000000
Warwick,NT,14,6004.0,428.8571428571428571
Tallahassee,PE,14,6004.0,428.8571428571428571
Lock Haven,MT,19,8146.0,428.7368421052631579
Agoura Hills,RI,11,4716.0,428.7272727272727273
Denver,ON,6,2572.0,428.6666666666666667
Cambridge,YT,6,2572.0,428.6666666666666667
Lower Burrell,ON,8,3428.0,428.5000000000000000
Nome,PA,6,2571.0,428.5000000000000000
LaGrange,TX,8,3428.0,428.5000000000000000
Bandon,CA,8,3428.0,428.5000000000000000
Bowie,NM,12,5142.0,428.5000000000000000
Rhinelander,PA,13,5570.0,428.4615384615384615
Jefferson City,IA,7,2999.0,428.4285714285714286
Woonsocket,ID,13,5569.0,428.3846153846153846
Rawlins,VA,6,2570.0,428.3333333333333333
Myrtle Beach,OK,9,3855.0,428.3333333333333333
Sheridan,AB,11,4711.0,428.2727272727272727
Parker,BC,7,2997.0,428.1428571428571429
Lynchburg,NL,8,3425.0,428.1250000000000000
St. Marys,MB,21,8990.0,428.0952380952380952
Helena,SC,7,2996.0,428.0000000000000000
Madison,ON,6,2568.0,428.0000000000000000
Hartland,KY,8,3424.0,428.0000000000000000
Helena,MB,8,3424.0,428.0000000000000000
Fort Dodge,NT,19,8129.0,427.8421052631578947
North Platte,PE,16,6844.0,427.7500000000000000
Carbondale,NU,14,5988.0,427.7142857142857143
Franklin,MB,24,10265.0,427.7083333333333333
Hartford,ON,26,11120.0,427.6923076923076923
Berlin,NJ,11,4699.0,427.1818181818181818
Bellingham,FL,9,3844.0,427.1111111111111111
West Jordan,AK,22,9396.0,427.0909090909090909
Sharon,SK,11,4698.0,427.0909090909090909
Buena Park,VA,12,5125.0,427.0833333333333333
Charleston,BC,12,5123.0,426.9166666666666667
Concord,LA,7,2988.0,426.8571428571428571
Sugar Land,SK,7,2988.0,426.8571428571428571
Houma,ON,10,4268.0,426.8000000000000000
Barre,UT,8,3414.0,426.7500000000000000
Alameda,NB,12,5121.0,426.7500000000000000
Avalon,IL,16,6827.0,426.6875000000000000
Rochester,DC,18,7680.0,426.6666666666666667
Corvallis,RI,7,2986.0,426.5714285714285714
Kankakee,NL,12,5117.0,426.4166666666666667
Greenfield,UT,10,4263.0,426.3000000000000000
Kearns,CO,7,2984.0,426.2857142857142857
Gloucester,PE,15,6394.0,426.2666666666666667
Chesapeake,VA,8,3410.0,426.2500000000000000
Moscow,PE,10,4262.0,426.2000000000000000
Charlotte Amalie,AZ,21,8949.0,426.1428571428571429
Somerville,PA,10,4261.0,426.1000000000000000
San Luis Obispo,NS,22,9373.0,426.0454545454545455
Hanahan,NU,10,4260.0,426.0000000000000000
Huntington,SD,6,2556.0,426.0000000000000000
Selma,NV,6,2556.0,426.0000000000000000
Valdez,MD,7,2982.0,426.0000000000000000
Sandy,NB,11,4685.0,425.9090909090909091
Chula Vista,NS,8,3407.0,425.8750000000000000
Lawrence,NS,14,5962.0,425.8571428571428571
The Dalles,NE,9,3831.0,425.6666666666666667
Effingham,NT,12,5108.0,425.6666666666666667
Garland,NU,9,3831.0,425.6666666666666667
Centennial,NL,7,2979.0,425.5714285714285714
Gloucester,ON,9,3830.0,425.5555555555555556
Riverside,AB,10,4255.0,425.5000000000000000
San Juan Capistrano,NB,24,10212.0,425.5000000000000000
Dearborn,NT,7,2978.0,425.4285714285714286
Goose Creek,TX,11,4679.0,425.3636363636363636
Seattle,KY,14,5955.0,425.3571428571428571
Biddeford,BC,7,2977.0,425.2857142857142857
Henderson,VA,8,3402.0,425.2500000000000000
Cypress,NB,12,5103.0,425.2500000000000000
Tyler,NU,17,7229.0,425.2352941176470588
Idabel,PE,16,6803.0,425.1875000000000000
Bell,NM,24,10204.0,425.1666666666666667
Paramount,IN,14,5952.0,425.1428571428571429
Arlington,IL,10,4251.0,425.1000000000000000
Branson,SC,11,4676.0,425.0909090909090909
Huntington Park,WA,8,3400.0,425.0000000000000000
Hot Springs,PE,20,8499.0,424.9500000000000000
Littleton,MA,10,4249.0,424.9000000000000000
Keene,BC,9,3824.0,424.8888888888888889
Effingham,NE,8,3399.0,424.8750000000000000
St. Petersburg,NS,14,5948.0,424.8571428571428571
Greensburg,AB,13,5523.0,424.8461538461538462
Escondido,WA,6,2549.0,424.8333333333333333
Cape Girardeau,NU,25,10617.0,424.6800000000000000
Baldwin Park,NL,6,2548.0,424.6666666666666667
Chesapeake,WA,8,3397.0,424.6250000000000000
Sedalia,OK,10,4246.0,424.6000000000000000
Carolina,NB,12,5095.0,424.5833333333333333
Chino Hills,DE,6,2547.0,424.5000000000000000
Roanoke,BC,14,5943.0,424.5000000000000000
Des Moines,MB,14,5942.0,424.4285714285714286
Sister Bay,PE,8,3395.0,424.3750000000000000
El Monte,PE,8,3395.0,424.3750000000000000
West Haven,NU,6,2546.0,424.3333333333333333
Orlando,ON,7,2970.0,424.2857142857142857
Lubbock,AL,7,2970.0,424.2857142857142857
Tempe,NT,7,2970.0,424.2857142857142857
Cumberland,KS,7,2970.0,424.2857142857142857
Greenfield,YT,16,6787.0,424.1875000000000000
Palo Alto,PE,13,5513.0,424.0769230769230769
Rohnert Park,NL,9,3816.0,424.0000000000000000
Opelousas,NY,6,2544.0,424.0000000000000000
Lebanon,NY,13,5512.0,424.0000000000000000
Sharon,NL,27,11445.0,423.8888888888888889
Brunswick,TN,7,2967.0,423.8571428571428571
Fort Collins,NB,17,7204.0,423.7647058823529412
Dalton,ON,29,12288.0,423.7241379310344828
Wynne,PE,6,2542.0,423.6666666666666667
Buena Park,RI,14,5931.0,423.6428571428571429
Westlake Village,ON,19,8048.0,423.5789473684210526
Fort Collins,NH,6,2541.0,423.5000000000000000
Barrow,NB,18,7623.0,423.5000000000000000
Paramount,SC,15,6352.0,423.4666666666666667
Bandera,NT,7,2964.0,423.4285714285714286
Powell,ON,19,8045.0,423.4210526315789474
Texarkana,OK,11,4657.0,423.3636363636363636
Port Huron,QC,6,2540.0,423.3333333333333333
Newark,NL,7,2963.0,423.2857142857142857
Kettering,AB,20,8465.0,423.2500000000000000
Miami Gardens,NU,28,11851.0,423.2500000000000000
Evansville,AL,15,6348.0,423.2000000000000000
Temple City,NT,16,6771.0,423.1875000000000000
Beaumont,RI,6,2539.0,423.1666666666666667
Fullerton,BC,10,4231.0,423.1000000000000000
Woburn,CT,27,11422.0,423.0370370370370370
Newcastle,NB,8,3384.0,423.0000000000000000
Pasadena,NY,16,6768.0,423.0000000000000000
Bridgeport,OK,10,4230.0,423.0000000000000000
Kankakee,SK,20,8459.0,422.9500000000000000
Barre,NE,8,3383.0,422.8750000000000000
Colorado Springs,NL,7,2960.0,422.8571428571428571
Covington,AK,7,2960.0,422.8571428571428571
West Palm Beach,CA,8,3382.0,422.7500000000000000
Akron,QC,9,3804.0,422.6666666666666667
Beacon,NS,18,7608.0,422.6666666666666667
San Juan,YT,8,3381.0,422.6250000000000000
Santa Fe,NL,10,4226.0,422.6000000000000000
Bangor,TX,10,4226.0,422.6000000000000000
Elizabeth City,MB,27,11410.0,422.5925925925925926
Williamsburg,SD,9,3803.0,422.5555555555555556
Natchitoches,AL,11,4648.0,422.5454545454545455
Lufkin,SD,8,3380.0,422.5000000000000000
Tacoma,MS,6,2535.0,422.5000000000000000
Anaconda,MS,9,3802.0,422.4444444444444444
Bartlesville,ON,16,6759.0,422.4375000000000000
Texarkana,QC,7,2957.0,422.4285714285714286
Concord,NE,14,5914.0,422.4285714285714286
Baltimore,NU,11,4646.0,422.3636363636363636
Greensboro,NT,14,5913.0,422.3571428571428571
Sandpoint,NL,15,6335.0,422.3333333333333333
Lowell,YT,7,2956.0,422.2857142857142857
McKeesport,ON,8,3378.0,422.2500000000000000
Compton,YT,33,13933.0,422.2121212121212121
Diamond Bar,NT,6,2533.0,422.1666666666666667
South Pasadena,YT,10,4221.0,422.1000000000000000
Dickinson,AK,12,5065.0,422.0833333333333333
Ogden,ND,22,9285.0,422.0454545454545455
Medford,WY,7,2954.0,422.0000000000000000
Laguna Hills,MI,7,2953.0,421.8571428571428571
Thibodaux,NH,7,2953.0,421.8571428571428571
Rialto,MT,8,3374.0,421.7500000000000000
Goose Creek,ON,21,8856.0,421.7142857142857143
Monterey Park,WA,14,5901.0,421.5000000000000000
Palm Springs,WA,23,9693.0,421.4347826086956522
Dayton,MA,7,2950.0,421.4285714285714286
Alameda,TX,12,5057.0,421.4166666666666667
Hidden Hills,KY,6,2528.0,421.3333333333333333
Cedar City,MT,12,5056.0,421.3333333333333333
Signal Hill,PE,8,3370.0,421.2500000000000000
Long Beach,SK,23,9686.0,421.1304347826086957
Oakland,YT,17,7159.0,421.1176470588235294
